"sample","fastq_1","fastq_2","run_accession","experiment_accession","sample_accession","secondary_sample_accession","study_accession","secondary_study_accession","submission_accession","run_alias","experiment_alias","sample_alias","study_alias","library_layout","library_selection","library_source","library_strategy","library_name","instrument_model","instrument_platform","base_count","read_count","tax_id","scientific_name","sample_title","experiment_title","study_title","sample_description","fastq_md5","fastq_bytes","fastq_ftp","fastq_galaxy","fastq_aspera"
"SRX660435","results/fastq/SRX660435_SRR1523663_1.fastq.gz","results/fastq/SRX660435_SRR1523663_2.fastq.gz","SRR1523663","SRX660435","SAMN02935359","SRS665434","PRJNA256013","SRP044766","SRA176431","GSM1444176_r1","GSM1444176","GSM1444176","GSE59717","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","8307796006","41127703","9606","Homo sapiens","4sU-RNA - 4-5 hpi Rep 1","Illumina HiSeq 2500 sequencing: GSM1444176: 4sU-RNA - 4-5 hpi Rep 1 Homo sapiens RNA-Seq","Wide-spread disruption of transcription termination in HSV-1 infection: Next generation sequencing of total and newly transcribed (4sU-RNA) RNA","4sU-RNA - 4-5 hpi Rep 1","733e4639e1ed3ce910b0f1f411c90699;ab5511a99fa60bd8da53135fabbdb016","3193592108;3190983188","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/003/SRR1523663/SRR1523663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/003/SRR1523663/SRR1523663_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/003/SRR1523663/SRR1523663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/003/SRR1523663/SRR1523663_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/003/SRR1523663/SRR1523663_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/003/SRR1523663/SRR1523663_2.fastq.gz"
"SRX660436","results/fastq/SRX660436_SRR1523664_1.fastq.gz","results/fastq/SRX660436_SRR1523664_2.fastq.gz","SRR1523664","SRX660436","SAMN02935360","SRS665435","PRJNA256013","SRP044766","SRA176431","GSM1444177_r1","GSM1444177","GSM1444177","GSE59717","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","7369447830","36482415","9606","Homo sapiens","4sU-RNA - 5-6 hpi Rep 1","Illumina HiSeq 2500 sequencing: GSM1444177: 4sU-RNA - 5-6 hpi Rep 1 Homo sapiens RNA-Seq","Wide-spread disruption of transcription termination in HSV-1 infection: Next generation sequencing of total and newly transcribed (4sU-RNA) RNA","4sU-RNA - 5-6 hpi Rep 1","929e89870b846c37f4207a3770c4f89a;53c8efb9bbdc21af16aea8a09bf11c19","2795863050;2807019026","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/004/SRR1523664/SRR1523664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/004/SRR1523664/SRR1523664_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/004/SRR1523664/SRR1523664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/004/SRR1523664/SRR1523664_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/004/SRR1523664/SRR1523664_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/004/SRR1523664/SRR1523664_2.fastq.gz"
"SRX660437","results/fastq/SRX660437_SRR1523665_1.fastq.gz","results/fastq/SRX660437_SRR1523665_2.fastq.gz","SRR1523665","SRX660437","SAMN02935361","SRS665436","PRJNA256013","SRP044766","SRA176431","GSM1444178_r1","GSM1444178","GSM1444178","GSE59717","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","7605591890","37651445","9606","Homo sapiens","4sU-RNA - 6-7 hpi Rep 1","Illumina HiSeq 2500 sequencing: GSM1444178: 4sU-RNA - 6-7 hpi Rep 1 Homo sapiens RNA-Seq","Wide-spread disruption of transcription termination in HSV-1 infection: Next generation sequencing of total and newly transcribed (4sU-RNA) RNA","4sU-RNA - 6-7 hpi Rep 1","73c4d1cae6b164e0701f2fb5a3418387;a0ffb5a7b417340ccc383daa3f02a742","2952051000;2959416654","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/005/SRR1523665/SRR1523665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/005/SRR1523665/SRR1523665_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/005/SRR1523665/SRR1523665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/005/SRR1523665/SRR1523665_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/005/SRR1523665/SRR1523665_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/005/SRR1523665/SRR1523665_2.fastq.gz"
"SRX660438","results/fastq/SRX660438_SRR1523666_1.fastq.gz","results/fastq/SRX660438_SRR1523666_2.fastq.gz","SRR1523666","SRX660438","SAMN02935362","SRS665437","PRJNA256013","SRP044766","SRA176431","GSM1444179_r1","GSM1444179","GSM1444179","GSE59717","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","8083176046","40015723","9606","Homo sapiens","4sU-RNA - 7-8 hpi Rep 1","Illumina HiSeq 2500 sequencing: GSM1444179: 4sU-RNA - 7-8 hpi Rep 1 Homo sapiens RNA-Seq","Wide-spread disruption of transcription termination in HSV-1 infection: Next generation sequencing of total and newly transcribed (4sU-RNA) RNA","4sU-RNA - 7-8 hpi Rep 1","9395a062313a57ded1a190ec478e46e5;ca86017bc0c277b00253cad48fb71262","3211417103;3220686871","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/006/SRR1523666/SRR1523666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/006/SRR1523666/SRR1523666_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/006/SRR1523666/SRR1523666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/006/SRR1523666/SRR1523666_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/006/SRR1523666/SRR1523666_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/006/SRR1523666/SRR1523666_2.fastq.gz"
"SRX660439","results/fastq/SRX660439_SRR1523667_1.fastq.gz","results/fastq/SRX660439_SRR1523667_2.fastq.gz","SRR1523667","SRX660439","SAMN02935363","SRS665438","PRJNA256013","SRP044766","SRA176431","GSM1444180_r1","GSM1444180","GSM1444180","GSE59717","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","5196884098","25727149","9606","Homo sapiens","Total RNA - mock Rep 2","Illumina HiSeq 2500 sequencing: GSM1444180: Total RNA - mock Rep 2 Homo sapiens RNA-Seq","Wide-spread disruption of transcription termination in HSV-1 infection: Next generation sequencing of total and newly transcribed (4sU-RNA) RNA","Total RNA - mock Rep 2","74f54491e52f8e3b0426e3f7c3a46998;48c26d0ca51905728c3d249a03045425","2143125073;2108030531","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/007/SRR1523667/SRR1523667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/007/SRR1523667/SRR1523667_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/007/SRR1523667/SRR1523667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/007/SRR1523667/SRR1523667_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/007/SRR1523667/SRR1523667_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/007/SRR1523667/SRR1523667_2.fastq.gz"
"SRX660440","results/fastq/SRX660440_SRR1523668_1.fastq.gz","results/fastq/SRX660440_SRR1523668_2.fastq.gz","SRR1523668","SRX660440","SAMN02935364","SRS665439","PRJNA256013","SRP044766","SRA176431","GSM1444181_r1","GSM1444181","GSM1444181","GSE59717","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","8642783110","42786055","9606","Homo sapiens","Total RNA - 2hpi Rep 2","Illumina HiSeq 2500 sequencing: GSM1444181: Total RNA - 2hpi Rep 2 Homo sapiens RNA-Seq","Wide-spread disruption of transcription termination in HSV-1 infection: Next generation sequencing of total and newly transcribed (4sU-RNA) RNA","Total RNA - 2hpi Rep 2","d3ca8255ba3c01ad8aa56840a97ffe00;faf5e64b21f1370e657636c46f3ef461","3547397122;3526242820","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/008/SRR1523668/SRR1523668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/008/SRR1523668/SRR1523668_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/008/SRR1523668/SRR1523668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/008/SRR1523668/SRR1523668_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/008/SRR1523668/SRR1523668_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/008/SRR1523668/SRR1523668_2.fastq.gz"
"SRX660441","results/fastq/SRX660441_SRR1523669_1.fastq.gz","results/fastq/SRX660441_SRR1523669_2.fastq.gz","SRR1523669","SRX660441","SAMN02935365","SRS665440","PRJNA256013","SRP044766","SRA176431","GSM1444182_r1","GSM1444182","GSM1444182","GSE59717","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","5938704252","29399526","9606","Homo sapiens","Total RNA - 4hpi Rep 2","Illumina HiSeq 2500 sequencing: GSM1444182: Total RNA - 4hpi Rep 2 Homo sapiens RNA-Seq","Wide-spread disruption of transcription termination in HSV-1 infection: Next generation sequencing of total and newly transcribed (4sU-RNA) RNA","Total RNA - 4hpi Rep 2","049a770668d6fe2856a374420281e89e;34271174921ed5c8ba2fc5e72cf75bdb","2411284278;2390106655","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/009/SRR1523669/SRR1523669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/009/SRR1523669/SRR1523669_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/009/SRR1523669/SRR1523669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/009/SRR1523669/SRR1523669_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/009/SRR1523669/SRR1523669_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/009/SRR1523669/SRR1523669_2.fastq.gz"
"SRX660442","results/fastq/SRX660442_SRR1523670_1.fastq.gz","results/fastq/SRX660442_SRR1523670_2.fastq.gz","SRR1523670","SRX660442","SAMN02935366","SRS665441","PRJNA256013","SRP044766","SRA176431","GSM1444183_r1","GSM1444183","GSM1444183","GSE59717","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","6977753872","34543336","9606","Homo sapiens","Total RNA - 6hpi Rep 2","Illumina HiSeq 2500 sequencing: GSM1444183: Total RNA - 6hpi Rep 2 Homo sapiens RNA-Seq","Wide-spread disruption of transcription termination in HSV-1 infection: Next generation sequencing of total and newly transcribed (4sU-RNA) RNA","Total RNA - 6hpi Rep 2","0dbf843b4c1a9b7ff2c1c9bd38a7fba2;61f54d7c3cd05e7cedc7703a6b90f002","2754393776;2735322693","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/000/SRR1523670/SRR1523670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/000/SRR1523670/SRR1523670_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/000/SRR1523670/SRR1523670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/000/SRR1523670/SRR1523670_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/000/SRR1523670/SRR1523670_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/000/SRR1523670/SRR1523670_2.fastq.gz"
"SRX660443","results/fastq/SRX660443_SRR1523671_1.fastq.gz","results/fastq/SRX660443_SRR1523671_2.fastq.gz","SRR1523671","SRX660443","SAMN02935367","SRS665442","PRJNA256013","SRP044766","SRA176431","GSM1444184_r1","GSM1444184","GSM1444184","GSE59717","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","7344887054","36360827","9606","Homo sapiens","Total RNA - 8hpi Rep 2","Illumina HiSeq 2500 sequencing: GSM1444184: Total RNA - 8hpi Rep 2 Homo sapiens RNA-Seq","Wide-spread disruption of transcription termination in HSV-1 infection: Next generation sequencing of total and newly transcribed (4sU-RNA) RNA","Total RNA - 8hpi Rep 2","57ef6db7ee40f31f6277c03519593306;cda31b5317f378221e75e9718e336272","2767041884;2763681711","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/001/SRR1523671/SRR1523671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/001/SRR1523671/SRR1523671_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/001/SRR1523671/SRR1523671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/001/SRR1523671/SRR1523671_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/001/SRR1523671/SRR1523671_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/001/SRR1523671/SRR1523671_2.fastq.gz"
"SRX660444","results/fastq/SRX660444_SRR1523672_1.fastq.gz","results/fastq/SRX660444_SRR1523672_2.fastq.gz","SRR1523672","SRX660444","SAMN02935368","SRS665443","PRJNA256013","SRP044766","SRA176431","GSM1444185_r1","GSM1444185","GSM1444185","GSE59717","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","6973274926","34521163","9606","Homo sapiens","4sU-RNA - mock Rep 2","Illumina HiSeq 2500 sequencing: GSM1444185: 4sU-RNA - mock Rep 2 Homo sapiens RNA-Seq","Wide-spread disruption of transcription termination in HSV-1 infection: Next generation sequencing of total and newly transcribed (4sU-RNA) RNA","4sU-RNA - mock Rep 2","9be2c032db0ded45575f05c2e37b4cd4;1e421019c09376ac00168a1eeb198d67","2661702553;2674788070","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/002/SRR1523672/SRR1523672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/002/SRR1523672/SRR1523672_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/002/SRR1523672/SRR1523672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/002/SRR1523672/SRR1523672_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/002/SRR1523672/SRR1523672_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/002/SRR1523672/SRR1523672_2.fastq.gz"
"SRX660445","results/fastq/SRX660445_SRR1523673_1.fastq.gz","results/fastq/SRX660445_SRR1523673_2.fastq.gz","SRR1523673","SRX660445","SAMN02935369","SRS665444","PRJNA256013","SRP044766","SRA176431","GSM1444186_r1","GSM1444186","GSM1444186","GSE59717","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","9072757482","44914641","9606","Homo sapiens","4sU-RNA - 0-1 hpi Rep 2","Illumina HiSeq 2500 sequencing: GSM1444186: 4sU-RNA - 0-1 hpi Rep 2 Homo sapiens RNA-Seq","Wide-spread disruption of transcription termination in HSV-1 infection: Next generation sequencing of total and newly transcribed (4sU-RNA) RNA","4sU-RNA - 0-1 hpi Rep 2","19ce675705a0e19c38587e2bce600161;1589ada0a242c9e62291a2ec200b04d5","3550119431;3530042660","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/003/SRR1523673/SRR1523673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/003/SRR1523673/SRR1523673_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/003/SRR1523673/SRR1523673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/003/SRR1523673/SRR1523673_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/003/SRR1523673/SRR1523673_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/003/SRR1523673/SRR1523673_2.fastq.gz"
"SRX660446","results/fastq/SRX660446_SRR1523674_1.fastq.gz","results/fastq/SRX660446_SRR1523674_2.fastq.gz","SRR1523674","SRX660446","SAMN02935370","SRS665446","PRJNA256013","SRP044766","SRA176431","GSM1444187_r1","GSM1444187","GSM1444187","GSE59717","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","8346969866","41321633","9606","Homo sapiens","4sU-RNA - 1-2 hpi Rep 2","Illumina HiSeq 2500 sequencing: GSM1444187: 4sU-RNA - 1-2 hpi Rep 2 Homo sapiens RNA-Seq","Wide-spread disruption of transcription termination in HSV-1 infection: Next generation sequencing of total and newly transcribed (4sU-RNA) RNA","4sU-RNA - 1-2 hpi Rep 2","bdfef024e29c8d728031ce3e09869b45;cb6853c33e67964c0d59dd267862d97e","3220070349;3194223259","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/004/SRR1523674/SRR1523674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/004/SRR1523674/SRR1523674_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/004/SRR1523674/SRR1523674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/004/SRR1523674/SRR1523674_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/004/SRR1523674/SRR1523674_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/004/SRR1523674/SRR1523674_2.fastq.gz"
"SRX660447","results/fastq/SRX660447_SRR1523675_1.fastq.gz","results/fastq/SRX660447_SRR1523675_2.fastq.gz","SRR1523675","SRX660447","SAMN02935371","SRS665445","PRJNA256013","SRP044766","SRA176431","GSM1444188_r1","GSM1444188","GSM1444188","GSE59717","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","8704386040","43091020","9606","Homo sapiens","4sU-RNA - 2-3 hpi Rep 2","Illumina HiSeq 2500 sequencing: GSM1444188: 4sU-RNA - 2-3 hpi Rep 2 Homo sapiens RNA-Seq","Wide-spread disruption of transcription termination in HSV-1 infection: Next generation sequencing of total and newly transcribed (4sU-RNA) RNA","4sU-RNA - 2-3 hpi Rep 2","800969d40d23fbe7c91c76d304a90b59;d09b9b9c555c3091b1e237528a5aa2ba","3444542888;3426847299","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/005/SRR1523675/SRR1523675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/005/SRR1523675/SRR1523675_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/005/SRR1523675/SRR1523675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/005/SRR1523675/SRR1523675_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/005/SRR1523675/SRR1523675_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/005/SRR1523675/SRR1523675_2.fastq.gz"
"SRX660448","results/fastq/SRX660448_SRR1523676_1.fastq.gz","results/fastq/SRX660448_SRR1523676_2.fastq.gz","SRR1523676","SRX660448","SAMN02935372","SRS665447","PRJNA256013","SRP044766","SRA176431","GSM1444189_r1","GSM1444189","GSM1444189","GSE59717","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","8094886188","40073694","9606","Homo sapiens","4sU-RNA - 3-4 hpi Rep 2","Illumina HiSeq 2500 sequencing: GSM1444189: 4sU-RNA - 3-4 hpi Rep 2 Homo sapiens RNA-Seq","Wide-spread disruption of transcription termination in HSV-1 infection: Next generation sequencing of total and newly transcribed (4sU-RNA) RNA","4sU-RNA - 3-4 hpi Rep 2","854a0195b5676cf9334974c04597fdc3;3196852b30555b5850350c1d9deb8614","3166487779;3159523947","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/006/SRR1523676/SRR1523676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/006/SRR1523676/SRR1523676_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/006/SRR1523676/SRR1523676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/006/SRR1523676/SRR1523676_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/006/SRR1523676/SRR1523676_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/006/SRR1523676/SRR1523676_2.fastq.gz"
"SRX660449","results/fastq/SRX660449_SRR1523677_1.fastq.gz","results/fastq/SRX660449_SRR1523677_2.fastq.gz","SRR1523677","SRX660449","SAMN02935373","SRS665448","PRJNA256013","SRP044766","SRA176431","GSM1444190_r1","GSM1444190","GSM1444190","GSE59717","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","7910799952","39162376","9606","Homo sapiens","4sU-RNA - 4-5 hpi Rep 2","Illumina HiSeq 2500 sequencing: GSM1444190: 4sU-RNA - 4-5 hpi Rep 2 Homo sapiens RNA-Seq","Wide-spread disruption of transcription termination in HSV-1 infection: Next generation sequencing of total and newly transcribed (4sU-RNA) RNA","4sU-RNA - 4-5 hpi Rep 2","09ec576de46e7dc6dba56c0439f19227;2a3dcd70c55058f7d90dc7fc025e052e","3121785844;3108788634","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/007/SRR1523677/SRR1523677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/007/SRR1523677/SRR1523677_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/007/SRR1523677/SRR1523677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/007/SRR1523677/SRR1523677_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/007/SRR1523677/SRR1523677_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/007/SRR1523677/SRR1523677_2.fastq.gz"
"SRX660450","results/fastq/SRX660450_SRR1523678_1.fastq.gz","results/fastq/SRX660450_SRR1523678_2.fastq.gz","SRR1523678","SRX660450","SAMN02935374","SRS665449","PRJNA256013","SRP044766","SRA176431","GSM1444191_r1","GSM1444191","GSM1444191","GSE59717","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","7118869052","35241926","9606","Homo sapiens","4sU-RNA - 5-6 hpi Rep 2","Illumina HiSeq 2500 sequencing: GSM1444191: 4sU-RNA - 5-6 hpi Rep 2 Homo sapiens RNA-Seq","Wide-spread disruption of transcription termination in HSV-1 infection: Next generation sequencing of total and newly transcribed (4sU-RNA) RNA","4sU-RNA - 5-6 hpi Rep 2","8649d15ec0f6171197af5e89f17a5457;7601180ba0fa5338c81e7564c84f8589","2791336104;2779925008","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/008/SRR1523678/SRR1523678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/008/SRR1523678/SRR1523678_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/008/SRR1523678/SRR1523678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/008/SRR1523678/SRR1523678_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/008/SRR1523678/SRR1523678_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/008/SRR1523678/SRR1523678_2.fastq.gz"
"SRX660451","results/fastq/SRX660451_SRR1523679_1.fastq.gz","results/fastq/SRX660451_SRR1523679_2.fastq.gz","SRR1523679","SRX660451","SAMN02935375","SRS665450","PRJNA256013","SRP044766","SRA176431","GSM1444192_r1","GSM1444192","GSM1444192","GSE59717","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","10782366302","53378051","9606","Homo sapiens","4sU-RNA - 6-7 hpi Rep 2","Illumina HiSeq 2500 sequencing: GSM1444192: 4sU-RNA - 6-7 hpi Rep 2 Homo sapiens RNA-Seq","Wide-spread disruption of transcription termination in HSV-1 infection: Next generation sequencing of total and newly transcribed (4sU-RNA) RNA","4sU-RNA - 6-7 hpi Rep 2","6a939e9a14a1af65738a1f0dd1d6a1a3;285b3ef4626c308af120a285addc8837","4276142527;4270247531","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/009/SRR1523679/SRR1523679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/009/SRR1523679/SRR1523679_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/009/SRR1523679/SRR1523679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/009/SRR1523679/SRR1523679_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/009/SRR1523679/SRR1523679_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/009/SRR1523679/SRR1523679_2.fastq.gz"
"SRX660452","results/fastq/SRX660452_SRR1523680_1.fastq.gz","results/fastq/SRX660452_SRR1523680_2.fastq.gz","SRR1523680","SRX660452","SAMN02935376","SRS665451","PRJNA256013","SRP044766","SRA176431","GSM1444193_r1","GSM1444193","GSM1444193","GSE59717","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","12367942476","61227438","9606","Homo sapiens","4sU-RNA - 7-8 hpi Rep 2","Illumina HiSeq 2500 sequencing: GSM1444193: 4sU-RNA - 7-8 hpi Rep 2 Homo sapiens RNA-Seq","Wide-spread disruption of transcription termination in HSV-1 infection: Next generation sequencing of total and newly transcribed (4sU-RNA) RNA","4sU-RNA - 7-8 hpi Rep 2","7581618a3235a6c6f538ddca5ab24443;34c0f272d6d82ac9074e8de9bb828611","5001586831;4988527393","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/000/SRR1523680/SRR1523680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/000/SRR1523680/SRR1523680_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/000/SRR1523680/SRR1523680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/000/SRR1523680/SRR1523680_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/000/SRR1523680/SRR1523680_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR152/000/SRR1523680/SRR1523680_2.fastq.gz"
