"sample","fastq_1","fastq_2","run_accession","experiment_accession","sample_accession","secondary_sample_accession","study_accession","secondary_study_accession","submission_accession","run_alias","experiment_alias","sample_alias","study_alias","library_layout","library_selection","library_source","library_strategy","library_name","instrument_model","instrument_platform","base_count","read_count","tax_id","scientific_name","sample_title","experiment_title","study_title","sample_description","fastq_md5","fastq_bytes","fastq_ftp","fastq_galaxy","fastq_aspera"
"SRX2733680","results/fastq/SRX2733680_SRR5444621_1.fastq.gz","results/fastq/SRX2733680_SRR5444621_2.fastq.gz","SRR5444621","SRX2733680","SAMN06711236","SRS2121573","PRJNA382632","SRP103821","SRA553982","GSM2575079_r1","GSM2575079","GSM2575079","GSE97672","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","7983315250","31933261","9606","Homo sapiens","MDM-418_H3N2_MOI2_12h_1","Illumina HiSeq 2500 sequencing: GSM2575079: MDM-418_H3N2_MOI2_12h_1 Homo sapiens RNA-Seq","Human monocyte-derived macrophage (MDM) cell transcriptome response to infection with H1N1, H3N2, and H5N1 influenza virus.","MDM-418_H3N2_MOI2_12h_1","f19ca0beb766d94bc160d3eeb66ff0c7;181fee3629e5708ff3cf2fc5e0c1e1fd","1443653319;1499600939","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/001/SRR5444621/SRR5444621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/001/SRR5444621/SRR5444621_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/001/SRR5444621/SRR5444621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/001/SRR5444621/SRR5444621_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/001/SRR5444621/SRR5444621_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/001/SRR5444621/SRR5444621_2.fastq.gz"
"SRX2733681","results/fastq/SRX2733681_SRR5444622_1.fastq.gz","results/fastq/SRX2733681_SRR5444622_2.fastq.gz","SRR5444622","SRX2733681","SAMN06711235","SRS2121578","PRJNA382632","SRP103821","SRA553982","GSM2575080_r1","GSM2575080","GSM2575080","GSE97672","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","10243760000","40975040","9606","Homo sapiens","MDM-418_H3N2_MOI2_12h_2","Illumina HiSeq 2500 sequencing: GSM2575080: MDM-418_H3N2_MOI2_12h_2 Homo sapiens RNA-Seq","Human monocyte-derived macrophage (MDM) cell transcriptome response to infection with H1N1, H3N2, and H5N1 influenza virus.","MDM-418_H3N2_MOI2_12h_2","19fa3cf2f53571952f1711df6959d20b;e3fda45e9035ff7084f3cfe507e34c94","1885440372;1937873981","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/002/SRR5444622/SRR5444622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/002/SRR5444622/SRR5444622_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/002/SRR5444622/SRR5444622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/002/SRR5444622/SRR5444622_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/002/SRR5444622/SRR5444622_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/002/SRR5444622/SRR5444622_2.fastq.gz"
"SRX2733682","results/fastq/SRX2733682_SRR5444623_1.fastq.gz","results/fastq/SRX2733682_SRR5444623_2.fastq.gz","SRR5444623","SRX2733682","SAMN06711234","SRS2121579","PRJNA382632","SRP103821","SRA553982","GSM2575081_r1","GSM2575081","GSM2575081","GSE97672","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","5886420750","23545683","9606","Homo sapiens","MDM-418_H3N2_MOI0_18h_1","Illumina HiSeq 2500 sequencing: GSM2575081: MDM-418_H3N2_MOI0_18h_1 Homo sapiens RNA-Seq","Human monocyte-derived macrophage (MDM) cell transcriptome response to infection with H1N1, H3N2, and H5N1 influenza virus.","MDM-418_H3N2_MOI0_18h_1","2bc4f63428469b1205881b66171801da;5fc47952be6235e0b86dff1813c25e3d","1418527272;1444427506","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/003/SRR5444623/SRR5444623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/003/SRR5444623/SRR5444623_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/003/SRR5444623/SRR5444623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/003/SRR5444623/SRR5444623_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/003/SRR5444623/SRR5444623_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/003/SRR5444623/SRR5444623_2.fastq.gz"
"SRX2733683","results/fastq/SRX2733683_SRR5444624_1.fastq.gz","results/fastq/SRX2733683_SRR5444624_2.fastq.gz","SRR5444624","SRX2733683","SAMN06711233","SRS2121580","PRJNA382632","SRP103821","SRA553982","GSM2575082_r1","GSM2575082","GSM2575082","GSE97672","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","4733067000","18932268","9606","Homo sapiens","MDM-418_H3N2_MOI0_18h_2","Illumina HiSeq 2500 sequencing: GSM2575082: MDM-418_H3N2_MOI0_18h_2 Homo sapiens RNA-Seq","Human monocyte-derived macrophage (MDM) cell transcriptome response to infection with H1N1, H3N2, and H5N1 influenza virus.","MDM-418_H3N2_MOI0_18h_2","3626177b9acfde87a037b5d38055041a;b909025d4b8dbaec5335ed99fc8144e2","1128746971;1164379095","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/004/SRR5444624/SRR5444624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/004/SRR5444624/SRR5444624_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/004/SRR5444624/SRR5444624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/004/SRR5444624/SRR5444624_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/004/SRR5444624/SRR5444624_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/004/SRR5444624/SRR5444624_2.fastq.gz"
"SRX2733684","results/fastq/SRX2733684_SRR5444625_1.fastq.gz","results/fastq/SRX2733684_SRR5444625_2.fastq.gz","SRR5444625","SRX2733684","SAMN06711232","SRS2121581","PRJNA382632","SRP103821","SRA553982","GSM2575083_r1","GSM2575083","GSM2575083","GSE97672","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","44271878000","177087512","9606","Homo sapiens","MDM-418_H3N2_MOI2_18h_1","Illumina HiSeq 2500 sequencing: GSM2575083: MDM-418_H3N2_MOI2_18h_1 Homo sapiens RNA-Seq","Human monocyte-derived macrophage (MDM) cell transcriptome response to infection with H1N1, H3N2, and H5N1 influenza virus.","MDM-418_H3N2_MOI2_18h_1","e27df8d5bbfb613971a34bdd3632f283;55db45892983252d193411a51bc051e8","8337580523;8481909003","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/005/SRR5444625/SRR5444625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/005/SRR5444625/SRR5444625_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/005/SRR5444625/SRR5444625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/005/SRR5444625/SRR5444625_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/005/SRR5444625/SRR5444625_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/005/SRR5444625/SRR5444625_2.fastq.gz"
"SRX2733685","results/fastq/SRX2733685_SRR5444626_1.fastq.gz","results/fastq/SRX2733685_SRR5444626_2.fastq.gz","SRR5444626","SRX2733685","SAMN06711231","SRS2121582","PRJNA382632","SRP103821","SRA553982","GSM2575084_r1","GSM2575084","GSM2575084","GSE97672","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","38176004750","152704019","9606","Homo sapiens","MDM-418_H3N2_MOI2_18h_2","Illumina HiSeq 2500 sequencing: GSM2575084: MDM-418_H3N2_MOI2_18h_2 Homo sapiens RNA-Seq","Human monocyte-derived macrophage (MDM) cell transcriptome response to infection with H1N1, H3N2, and H5N1 influenza virus.","MDM-418_H3N2_MOI2_18h_2","4e563092be87ac634ca09ead375a69ac;c475f88a04c6237dc1fe95ca191e363d","7244271702;7354235683","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/006/SRR5444626/SRR5444626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/006/SRR5444626/SRR5444626_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/006/SRR5444626/SRR5444626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/006/SRR5444626/SRR5444626_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/006/SRR5444626/SRR5444626_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/006/SRR5444626/SRR5444626_2.fastq.gz"
"SRX2733686","results/fastq/SRX2733686_SRR5444627_1.fastq.gz","results/fastq/SRX2733686_SRR5444627_2.fastq.gz","SRR5444627","SRX2733686","SAMN06711230","SRS2121583","PRJNA382632","SRP103821","SRA553982","GSM2575085_r1","GSM2575085","GSM2575085","GSE97672","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","5173776500","20695106","9606","Homo sapiens","MDM-513_H5N1_MOI0_03h_1","Illumina HiSeq 2500 sequencing: GSM2575085: MDM-513_H5N1_MOI0_03h_1 Homo sapiens RNA-Seq","Human monocyte-derived macrophage (MDM) cell transcriptome response to infection with H1N1, H3N2, and H5N1 influenza virus.","MDM-513_H5N1_MOI0_03h_1","42caa6e93553deb67dc7d4cf79a88084;c124a787e19beeea9fb0fb46c9c2a907","1217507614;1193488268","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/007/SRR5444627/SRR5444627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/007/SRR5444627/SRR5444627_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/007/SRR5444627/SRR5444627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/007/SRR5444627/SRR5444627_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/007/SRR5444627/SRR5444627_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/007/SRR5444627/SRR5444627_2.fastq.gz"
"SRX2733687","results/fastq/SRX2733687_SRR5444628_1.fastq.gz","results/fastq/SRX2733687_SRR5444628_2.fastq.gz","SRR5444628","SRX2733687","SAMN06711229","SRS2121588","PRJNA382632","SRP103821","SRA553982","GSM2575086_r1","GSM2575086","GSM2575086","GSE97672","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","5401979000","21607916","9606","Homo sapiens","MDM-513_H5N1_MOI0_03h_2","Illumina HiSeq 2500 sequencing: GSM2575086: MDM-513_H5N1_MOI0_03h_2 Homo sapiens RNA-Seq","Human monocyte-derived macrophage (MDM) cell transcriptome response to infection with H1N1, H3N2, and H5N1 influenza virus.","MDM-513_H5N1_MOI0_03h_2","9f97e4a630a0b56ab87459089d5baee2;99c9950a5eb9b155edce5bf7d7393869","1222091737;1241277803","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/008/SRR5444628/SRR5444628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/008/SRR5444628/SRR5444628_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/008/SRR5444628/SRR5444628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/008/SRR5444628/SRR5444628_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/008/SRR5444628/SRR5444628_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/008/SRR5444628/SRR5444628_2.fastq.gz"
"SRX2733688","results/fastq/SRX2733688_SRR5444629_1.fastq.gz","results/fastq/SRX2733688_SRR5444629_2.fastq.gz","SRR5444629","SRX2733688","SAMN06711228","SRS2121584","PRJNA382632","SRP103821","SRA553982","GSM2575087_r1","GSM2575087","GSM2575087","GSE97672","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","6105598750","24422395","9606","Homo sapiens","MDM-513_H5N1_MOI2_03h_1","Illumina HiSeq 2500 sequencing: GSM2575087: MDM-513_H5N1_MOI2_03h_1 Homo sapiens RNA-Seq","Human monocyte-derived macrophage (MDM) cell transcriptome response to infection with H1N1, H3N2, and H5N1 influenza virus.","MDM-513_H5N1_MOI2_03h_1","74bf0d83c9c922645918dd12f8f2ce9b;bbaf1567d94e419eae0e5b4ca44d44dd","1351485705;1372772394","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/009/SRR5444629/SRR5444629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/009/SRR5444629/SRR5444629_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/009/SRR5444629/SRR5444629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/009/SRR5444629/SRR5444629_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/009/SRR5444629/SRR5444629_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/009/SRR5444629/SRR5444629_2.fastq.gz"
"SRX2733689","results/fastq/SRX2733689_SRR5444630_1.fastq.gz","results/fastq/SRX2733689_SRR5444630_2.fastq.gz","SRR5444630","SRX2733689","SAMN06711227","SRS2121585","PRJNA382632","SRP103821","SRA553982","GSM2575088_r1","GSM2575088","GSM2575088","GSE97672","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","5852904750","23411619","9606","Homo sapiens","MDM-513_H5N1_MOI2_03h_2","Illumina HiSeq 2500 sequencing: GSM2575088: MDM-513_H5N1_MOI2_03h_2 Homo sapiens RNA-Seq","Human monocyte-derived macrophage (MDM) cell transcriptome response to infection with H1N1, H3N2, and H5N1 influenza virus.","MDM-513_H5N1_MOI2_03h_2","721e7215cb466f5397cde64a4a041eec;07ad5095db656fe956adb14ec8ae5384","1302422710;1331009668","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/000/SRR5444630/SRR5444630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/000/SRR5444630/SRR5444630_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/000/SRR5444630/SRR5444630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/000/SRR5444630/SRR5444630_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/000/SRR5444630/SRR5444630_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/000/SRR5444630/SRR5444630_2.fastq.gz"
"SRX2733690","results/fastq/SRX2733690_SRR5444631_1.fastq.gz","results/fastq/SRX2733690_SRR5444631_2.fastq.gz","SRR5444631","SRX2733690","SAMN06711226","SRS2121586","PRJNA382632","SRP103821","SRA553982","GSM2575089_r1","GSM2575089","GSM2575089","GSE97672","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","5178317750","20713271","9606","Homo sapiens","MDM-513_H5N1_MOI0_06h_1","Illumina HiSeq 2500 sequencing: GSM2575089: MDM-513_H5N1_MOI0_06h_1 Homo sapiens RNA-Seq","Human monocyte-derived macrophage (MDM) cell transcriptome response to infection with H1N1, H3N2, and H5N1 influenza virus.","MDM-513_H5N1_MOI0_06h_1","5fc79cae93c4f65d9242b6da28ff07fa;20c98556a479b15edc95099debb31fd0","1154562231;1175511231","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/001/SRR5444631/SRR5444631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/001/SRR5444631/SRR5444631_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/001/SRR5444631/SRR5444631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/001/SRR5444631/SRR5444631_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/001/SRR5444631/SRR5444631_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/001/SRR5444631/SRR5444631_2.fastq.gz"
"SRX2733691","results/fastq/SRX2733691_SRR5444632_1.fastq.gz","results/fastq/SRX2733691_SRR5444632_2.fastq.gz","SRR5444632","SRX2733691","SAMN06711225","SRS2121587","PRJNA382632","SRP103821","SRA553982","GSM2575090_r1","GSM2575090","GSM2575090","GSE97672","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","5676099500","22704398","9606","Homo sapiens","MDM-513_H5N1_MOI0_06h_2","Illumina HiSeq 2500 sequencing: GSM2575090: MDM-513_H5N1_MOI0_06h_2 Homo sapiens RNA-Seq","Human monocyte-derived macrophage (MDM) cell transcriptome response to infection with H1N1, H3N2, and H5N1 influenza virus.","MDM-513_H5N1_MOI0_06h_2","90fbcdfba00655ca74a89800ff2265eb;e6338f13db2203e436af1cddbf7473c8","1271088146;1296933445","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/002/SRR5444632/SRR5444632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/002/SRR5444632/SRR5444632_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/002/SRR5444632/SRR5444632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/002/SRR5444632/SRR5444632_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/002/SRR5444632/SRR5444632_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/002/SRR5444632/SRR5444632_2.fastq.gz"
"SRX2733692","results/fastq/SRX2733692_SRR5444633_1.fastq.gz","results/fastq/SRX2733692_SRR5444633_2.fastq.gz","SRR5444633","SRX2733692","SAMN06711224","SRS2121589","PRJNA382632","SRP103821","SRA553982","GSM2575091_r1","GSM2575091","GSM2575091","GSE97672","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","10291491500","41165966","9606","Homo sapiens","MDM-513_H5N1_MOI2_06h_1","Illumina HiSeq 2500 sequencing: GSM2575091: MDM-513_H5N1_MOI2_06h_1 Homo sapiens RNA-Seq","Human monocyte-derived macrophage (MDM) cell transcriptome response to infection with H1N1, H3N2, and H5N1 influenza virus.","MDM-513_H5N1_MOI2_06h_1","1eb919eacee23a5c64de944ad600088b;978c5950e987c96acb8bdfc4c0e8e961","1976191292;2014735229","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/003/SRR5444633/SRR5444633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/003/SRR5444633/SRR5444633_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/003/SRR5444633/SRR5444633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/003/SRR5444633/SRR5444633_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/003/SRR5444633/SRR5444633_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/003/SRR5444633/SRR5444633_2.fastq.gz"
"SRX2733693","results/fastq/SRX2733693_SRR5444634_1.fastq.gz","results/fastq/SRX2733693_SRR5444634_2.fastq.gz","SRR5444634","SRX2733693","SAMN06711223","SRS2121592","PRJNA382632","SRP103821","SRA553982","GSM2575092_r1","GSM2575092","GSM2575092","GSE97672","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2500","ILLUMINA","11962989000","47851956","9606","Homo sapiens","MDM-513_H5N1_MOI2_06h_2","Illumina HiSeq 2500 sequencing: GSM2575092: MDM-513_H5N1_MOI2_06h_2 Homo sapiens RNA-Seq","Human monocyte-derived macrophage (MDM) cell transcriptome response to infection with H1N1, H3N2, and H5N1 influenza virus.","MDM-513_H5N1_MOI2_06h_2","6812de74fe37e4d64a0e9b6cae614daf;ea2262e0bcbcf3578dbb9935b31c7bb0","2156312595;2233966500","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/004/SRR5444634/SRR5444634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/004/SRR5444634/SRR5444634_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/004/SRR5444634/SRR5444634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/004/SRR5444634/SRR5444634_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/004/SRR5444634/SRR5444634_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/004/SRR5444634/SRR5444634_2.fastq.gz"
"SRX2733694","results/fastq/SRX2733694_SRR5444635_1.fastq.gz","results/fastq/SRX2733694_SRR5444635_2.fastq.gz","SRR5444635","SRX2733694","SAMN06711222","SRS2121591","PRJNA382632","SRP103821","SRA553982","GSM2575093_r1","GSM2575093","GSM2575093","GSE97672","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 500","ILLUMINA","4639054200","15463514","9606","Homo sapiens","MDM-513_H5N1_MOI0_12h_1","NextSeq 500 sequencing: GSM2575093: MDM-513_H5N1_MOI0_12h_1 Homo sapiens RNA-Seq","Human monocyte-derived macrophage (MDM) cell transcriptome response to infection with H1N1, H3N2, and H5N1 influenza virus.","MDM-513_H5N1_MOI0_12h_1","149a9f59e30a9117d23f0d35e2941a79;c2f41c9ebbed1b1b8ad18e57923c4495","1314921256;1364423094","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/005/SRR5444635/SRR5444635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/005/SRR5444635/SRR5444635_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/005/SRR5444635/SRR5444635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/005/SRR5444635/SRR5444635_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/005/SRR5444635/SRR5444635_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/005/SRR5444635/SRR5444635_2.fastq.gz"
"SRX2733695","results/fastq/SRX2733695_SRR5444636_1.fastq.gz","results/fastq/SRX2733695_SRR5444636_2.fastq.gz","SRR5444636","SRX2733695","SAMN06711221","SRS2121590","PRJNA382632","SRP103821","SRA553982","GSM2575094_r1","GSM2575094","GSM2575094","GSE97672","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 500","ILLUMINA","6203992200","20679974","9606","Homo sapiens","MDM-513_H5N1_MOI0_12h_2","NextSeq 500 sequencing: GSM2575094: MDM-513_H5N1_MOI0_12h_2 Homo sapiens RNA-Seq","Human monocyte-derived macrophage (MDM) cell transcriptome response to infection with H1N1, H3N2, and H5N1 influenza virus.","MDM-513_H5N1_MOI0_12h_2","82a25c9c45dc7c104cb837dfe83c1541;4fb2b96ae65681a08b004e0320c49aa9","1746451864;1818510647","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/006/SRR5444636/SRR5444636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/006/SRR5444636/SRR5444636_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/006/SRR5444636/SRR5444636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/006/SRR5444636/SRR5444636_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/006/SRR5444636/SRR5444636_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/006/SRR5444636/SRR5444636_2.fastq.gz"
"SRX2733696","results/fastq/SRX2733696_SRR5444637_1.fastq.gz","results/fastq/SRX2733696_SRR5444637_2.fastq.gz","SRR5444637","SRX2733696","SAMN06711220","SRS2121593","PRJNA382632","SRP103821","SRA553982","GSM2575095_r1","GSM2575095","GSM2575095","GSE97672","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 500","ILLUMINA","22842730300","88503300","9606","Homo sapiens","MDM-513_H5N1_MOI2_12h_1","NextSeq 500 sequencing: GSM2575095: MDM-513_H5N1_MOI2_12h_1 Homo sapiens RNA-Seq","Human monocyte-derived macrophage (MDM) cell transcriptome response to infection with H1N1, H3N2, and H5N1 influenza virus.","MDM-513_H5N1_MOI2_12h_1","c7f7804c53b58f59c44bd02d82df7e19;e5fbed18faada2e3c954df3d82b5b14b","4163676983;4321758511","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/007/SRR5444637/SRR5444637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/007/SRR5444637/SRR5444637_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/007/SRR5444637/SRR5444637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/007/SRR5444637/SRR5444637_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/007/SRR5444637/SRR5444637_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/007/SRR5444637/SRR5444637_2.fastq.gz"
"SRX2733697","results/fastq/SRX2733697_SRR5444638_1.fastq.gz","results/fastq/SRX2733697_SRR5444638_2.fastq.gz","SRR5444638","SRX2733697","SAMN06711219","SRS2121596","PRJNA382632","SRP103821","SRA553982","GSM2575096_r1","GSM2575096","GSM2575096","GSE97672","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 500","ILLUMINA","19937273750","71832028","9606","Homo sapiens","MDM-513_H5N1_MOI2_12h_2","NextSeq 500 sequencing: GSM2575096: MDM-513_H5N1_MOI2_12h_2 Homo sapiens RNA-Seq","Human monocyte-derived macrophage (MDM) cell transcriptome response to infection with H1N1, H3N2, and H5N1 influenza virus.","MDM-513_H5N1_MOI2_12h_2","2a79efe461f1f776d1a2dc74b88aba29;ee7adccde30517406abae212744c26a1","3908681248;4113393072","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/008/SRR5444638/SRR5444638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/008/SRR5444638/SRR5444638_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/008/SRR5444638/SRR5444638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR544/008/SRR5444638/SRR5444638_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/008/SRR5444638/SRR5444638_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR544/008/SRR5444638/SRR5444638_2.fastq.gz"
